tweet,tweet_tokenized
"Today stats: 5 followers, 20 unfollowers and followed 4 people via  http://t.co/QHi53AwLB9","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
#FutbolTotalDirectvPedroSi es un delantero que da soluciones y es mejor que muchos.,"['futboltotaldirectvpedrosi', 'delantero', 'da', 'soluciones', 'mejor']"
"Today stats: 12 followers, 14 unfollowers and followed 8 people via  http://t.co/QHi53AwLB9","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
"#FutbolTotalDirectvcandal siempre Alex le aporta mejor nivel al programa y show,  humberto nunca ve los partidos.","['futboltotaldirectvcandal', 'siempre', 'alex', 'aporta', 'mejor', 'nivel', 'programa', 'show', 'humberto', 'nunca', 've', 'partidos']"
"Today stats: 3 followers, 8 unfollowers and followed 3 people via  http://t.co/QHi53AwLB9","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
"Today stats: 4 followers, 10 unfollowers and followed 3 people via  http://t.co/QHi53AwLB9","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
Buenas noches.,"['buenas', 'noches']"
"Today stats: 7 followers, 10 unfollowers and followed 8 people via  http://t.co/QHi53AwLB9","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
Que sueño...,['sueño']
Buenos días.,"['buenos', 'días']"
"Today stats: 2 followers, 13 unfollowers and followed 2 people via  http://t.co/QHi53AwLB9","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
Grande @giraltpablo #FUTBOLTOTALDIRECTVGIRALTSI,"['grande', 'giraltpablo', 'futboltotaldirectvgiraltsi']"
"@KIDKE_1979 estamos a 2 juegos de la clasificación, esta en nuestras manos.","['kidke', 'juegos', 'clasificación', 'manos']"
"Today stats: 7 followers, 17 unfollowers and followed 5 people via  http://t.co/QHi53AwLB9","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
GOOOOOOOOOOOL LUIS SUÁREZ.,"['goooooooooool', 'luis', 'suárez']"
Gooooool Neymar Nojodaaaa,"['gooooool', 'neymar', 'nojodaaaa']"
"Today stats: 6 followers, 12 unfollowers and followed one person via  http://t.co/QHi53AwLB9","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'one', 'person', 'via']"
"Today stats: 6 followers, 13 unfollowers and followed 10 people via  http://t.co/QHi53AwLB9","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
Solo yo tengo la suerte que me van a robar y me ayuda un tipo de un carro.,"['solo', 'suerte', 'van', 'robar', 'ayuda', 'tipo', 'carro']"
Maldita inseguridad no me robaron por suerte.,"['maldita', 'inseguridad', 'robaron', 'suerte']"
Las personas calladas tienen la mente muy ruidosa.,"['personas', 'calladas', 'mente', 'ruidosa']"
"Today stats: 5 followers, 15 unfollowers and followed 2 people via  http://t.co/QHi53AwLB9","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
"Today stats: 2 followers, 7 unfollowers and followed 3 people via  http://t.co/QHi53AwLB9","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
"Today stats: 6 followers, 8 unfollowers and followed 3 people via  http://t.co/dfk1UrRwAV","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
"Today stats: 7 followers, 20 unfollowers and followed 4 people via  http://t.co/QHi53AwLB9","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
/. \,[]
"Today stats: 11 followers, 8 unfollowers and followed 7 people via  http://t.co/QHi53AwLB9","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
"Today stats: 6 followers, 21 unfollowers and followed 4 people via  http://t.co/QHi53AwLB9","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
Estar de vacaciones&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;.,"['vacaciones', 'gt', 'gt', 'gt', 'gt', 'gt', 'gt', 'gt', 'gt', 'gt']"
Hola.,['hola']
"Today stats: 9 followers, 15 unfollowers and followed 4 people via  http://t.co/QHi53AwLB9","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
"Today stats: 6 followers, 12 unfollowers and followed 9 people via  http://t.co/QHi53AwLB9","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
Buenas Noches.,"['buenas', 'noches']"
Solo yo tengo que sacar 06 en un examen para pasar y saco 05 JAJAJAJAJA.,"['solo', 'sacar', 'examen', 'pasar', 'saco', 'jajajajaja']"
*Mes RT @MedicenBecha: Este año fue un asco.,"['mes', 'rt', 'medicenbecha', 'año', 'asco']"
Dormir todo el domingo &gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;.,"['dormir', 'domingo', 'gt', 'gt', 'gt', 'gt', 'gt', 'gt', 'gt', 'gt', 'gt', 'gt', 'gt', 'gt', 'gt', 'gt']"
Nos jodimos Leones del Caracas...,"['jodimos', 'leones', 'caracas']"
Hola gente.,"['hola', 'gente']"
"Today stats: 11 followers, 16 unfollowers and followed 9 people via  http://t.co/dfk1UrRwAV","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
"Today stats: 2 followers, 11 unfollowers via  http://t.co/QHi53AwLB9","['today', 'stats', 'followers', 'unfollowers', 'via']"
"Today stats: 4 followers, 10 unfollowers and followed 5 people via  http://t.co/dfk1UrRwAV","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
"Today stats: 2 followers, 14 unfollowers via  http://t.co/QHi53AwLB9","['today', 'stats', 'followers', 'unfollowers', 'via']"
"Yo no soy un santo, pero no ando en cosas malas...","['santo', 'ando', 'cosas', 'malas']"
En twitter se siguen usando las listas?,"['twitter', 'siguen', 'usando', 'listas']"
@Una_celosaa Yo saque 01 en física y 05 en matemáticas JAJAJAJAJA.,"['celosaa', 'saque', 'física', 'matemáticas', 'jajajajaja']"
Por fin después de tanto tiempo tengo teléfono...,"['fin', 'después', 'tiempo', 'teléfono']"
@Kitsnagla Hola que tal?,"['kitsnagla', 'hola', 'tal']"
Tiempo sin pasar por acá.,"['tiempo', 'pasar', 'acá']"
Hola.,['hola']
"Today stats: 6 followers, 10 unfollowers and followed 4 people via  http://t.co/QHi53AwLB9","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
"Today stats: 7 followers, 13 unfollowers and followed 3 people via  http://t.co/QHi53AwLB9","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
El fútbol sudamericano tiene buen nivel por algo todos los grupos son complicados.,"['fútbol', 'sudamericano', 'buen', 'nivel', 'grupos', 'complicados']"
"@iTuiteroLoco_ podemos pasar como mejor tercero, tenemos que ganarle a Perú.","['ituiteroloco', 'podemos', 'pasar', 'mejor', 'tercero', 'ganarle', 'perú']"
"@iTuiteroLoco_ el de la muerte es el B, Argentina, Uruguay, Paraguay y Jamaica","['ituiteroloco', 'muerte', 'argentina', 'uruguay', 'paraguay', 'jamaica']"
Nos tocó un grupo intermedio.,"['tocó', 'grupo', 'intermedio']"
El grupo A era el más fácil y el B es el más difícil.,"['grupo', 'fácil', 'difícil']"
"Brasil, Colombia, Perú y Venezuela.","['brasil', 'colombia', 'perú', 'venezuela']"
"Ni se llora, ni se sufre, se vacila y se camina...","['llora', 'sufre', 'vacila', 'camina']"
"Nos va tocar Chile, Brasil o Argentina, uno de esos ajuro","['va', 'tocar', 'chile', 'brasil', 'argentina', 'ajuro']"
Sorteo de la Copa América en minutos...,"['sorteo', 'copa', 'américa', 'minutos']"
"Today stats: 5 followers, 6 unfollowers and followed 3 people via  http://t.co/dfk1UrRwAV","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
"Today stats: 3 followers, 10 unfollowers and followed 3 people via  http://t.co/QHi53AwLB9","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
"Today stats: 10 followers, 9 unfollowers and followed 4 people via  http://t.co/QHi53AwLB9","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
"Today stats: 10 followers, 9 unfollowers and followed 6 people via  http://t.co/dfk1UrRwAV","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
"Today stats: 7 followers, 16 unfollowers and followed 4 people via  http://t.co/QHi53AwLB9","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
@giraltpablo Excelente tus comentarios sobre la vinotinto.  Así es que tiene que ser.  Saludos desde Venezuela,"['giraltpablo', 'excelente', 'comentarios', 'vinotinto', 'así', 'ser', 'saludos', 'venezuela']"
"Today stats: 6 followers, 15 unfollowers and followed 5 people via  http://t.co/QHi53AwLB9","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
@Jesuscdb si fui a verla...,"['jesuscdb', 'si', 'verla']"
Pasteleros &lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;,"['pasteleros', 'lt', 'lt', 'lt', 'lt', 'lt', 'lt', 'lt', 'lt', 'lt']"
Ganen o pierdan no voy a dejar a la vinotinto sola...,"['ganen', 'pierdan', 'voy', 'dejar', 'vinotinto', 'sola']"
"Today stats: 7 followers, 10 unfollowers and followed 7 people via  http://t.co/QHi53AwLB9","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
"Venezuela va a Rusia 2018, hay que tener mucha fe. Aun nos falta trabajo, constancia y apoyar a los muchacho #FutbolTotalDIRECTVVenezuelaSi","['venezuela', 'va', 'rusia', 'tener', 'mucha', 'fe', 'aun', 'falta', 'trabajo', 'constancia', 'apoyar', 'muchacho', 'futboltotaldirectvvenezuelasi']"
Tener libre todo diciembre &gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;.,"['tener', 'libre', 'diciembre', 'gt', 'gt', 'gt', 'gt', 'gt', 'gt', 'gt', 'gt', 'gt', 'gt', 'gt']"
Las cosas cambian muy rápido.,"['cosas', 'cambian', 'rápido']"
Después de 6 meses ya tengo teléfono...,"['después', 'meses', 'teléfono']"
Hola.,['hola']
"Today stats: 5 followers, 12 unfollowers and followed 5 people via  http://t.co/QHi53AwLB9","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
"Today stats: 7 followers, 9 unfollowers and followed 4 people via  http://t.co/dfk1UrRwAV","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
"Today stats: 5 followers, 8 unfollowers and followed 3 people via  http://t.co/QHi53AwLB9","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
Claro! RT @DuglasAlexis: hoy ganará. Demenciand0,"['claro', 'rt', 'duglasalexis', 'hoy', 'ganará', 'demenciand']"
Nunca me han gustado las transmisiones de Tves @TVesAlDia,"['nunca', 'gustado', 'transmisiones', 'tves', 'tvesaldia']"
Vamos Vinotinto!.,"['vamos', 'vinotinto']"
"Today stats: 7 followers, 11 unfollowers and followed 6 people via  http://t.co/QHi53AwLB9","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
"Today stats: 3 followers, 17 unfollowers and followed 2 people via  http://t.co/2fsHqrSmJ3","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
"Today stats: 7 followers, 15 unfollowers and followed 6 people via  http://t.co/2fsHqrSmJ3","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
"Today stats: 7 followers, 14 unfollowers and followed 3 people via  http://t.co/2fsHqrSmJ3","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
"Today stats: 8 followers, 17 unfollowers and followed 7 people via  http://t.co/2fsHqrSmJ3","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
"Today stats: 4 followers, 12 unfollowers and followed 3 people via  http://t.co/2fsHqrSmJ3","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
"Today stats: 7 followers, 7 unfollowers and followed 9 people via  http://t.co/2fsHqrSmJ3","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
"Today stats: 11 followers, 14 unfollowers and followed 4 people via  http://t.co/dfk1Ur0JcJ","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
"Today stats: 10 followers, 16 unfollowers and followed 9 people via  http://t.co/2fsHqrSmJ3","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
"Today stats: 17 followers, 18 unfollowers and followed 12 people via  http://t.co/2fsHqrSmJ3","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
"Today stats: 7 followers, 13 unfollowers and followed 4 people via  http://t.co/2fsHqrSmJ3","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
"Today stats: 7 followers, 10 unfollowers and followed 4 people via  http://t.co/2fsHqrSmJ3","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
"Today stats: 5 followers, 15 unfollowers and followed 4 people via  http://t.co/2fsHqrSmJ3","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
"Today stats: 5 followers, 5 unfollowers and followed 3 people via  http://t.co/2fsHqrSmJ3","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
"Today stats: 9 followers, 16 unfollowers and followed 7 people via  http://t.co/2fsHqrSmJ3","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
"Today stats: 8 followers, 18 unfollowers and followed 8 people via  http://t.co/2fsHqrSmJ3","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
Que interesantes son las series mundiales.,"['interesantes', 'series', 'mundiales']"
Coño porque todo es tan difícil?,"['coño', 'tan', 'difícil']"
"Today stats: 5 followers, 14 unfollowers and followed 6 people via  http://t.co/2fsHqrSmJ3","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
"Today stats: 10 followers, 26 unfollowers and followed 5 people via  http://t.co/2fsHqrSmJ3","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
"Today stats: 5 followers, 15 unfollowers and followed 2 people via  http://t.co/2fsHqrSmJ3","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
"Today stats: 3 followers, 10 unfollowers and followed one person via  http://t.co/2fsHqrSmJ3","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'one', 'person', 'via']"
"Today stats: 7 followers, 11 unfollowers and followed 4 people via  http://t.co/2fsHqrSmJ3","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
"Today stats: 8 followers, 16 unfollowers and followed 4 people via  http://t.co/2fsHqrSmJ3","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
Tener los viernes libres &gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;,"['tener', 'viernes', 'libres', 'gt', 'gt', 'gt', 'gt', 'gt', 'gt', 'gt', 'gt', 'gt', 'gt']"
Perderse el clásico no es de dios.,"['perderse', 'clásico', 'dios']"
Annabelle va ser un éxito.,"['annabelle', 'va', 'ser', 'éxito']"
Ya muchos se olvidaron de mi.,['olvidaron']
Hola gente.,"['hola', 'gente']"
"Today stats: 4 followers, 13 unfollowers and followed 3 people via  http://t.co/2fsHqrSmJ3","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
"Today stats: 11 followers, 10 unfollowers and followed 8 people via  http://t.co/dfk1Ur0JcJ","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
"Today stats: 8 followers, 9 unfollowers and followed 3 people via  http://t.co/2fsHqrSmJ3","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
"Today stats: 5 followers, 12 unfollowers and followed 4 people via  http://t.co/2fsHqrSmJ3","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
"Today stats: 7 followers, 14 unfollowers and followed 6 people via  http://t.co/2fsHqrSmJ3","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
"Today stats: 5 followers, 10 unfollowers and followed 3 people via  http://t.co/2fsHqrSmJ3","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
"Today stats: 12 followers, 21 unfollowers and followed 8 people via  http://t.co/2fsHqrSmJ3","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
"Today stats: 11 followers, 15 unfollowers and followed 7 people via  http://t.co/2fsHqrSmJ3","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
"Today stats: 11 followers, 14 unfollowers and followed 9 people via  http://t.co/2fsHqrSmJ3","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
"Today stats: 7 followers, 10 unfollowers and followed 6 people via  http://t.co/dfk1Ur0JcJ","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
"Today stats: 5 followers, 18 unfollowers and followed 5 people via  http://t.co/2fsHqrSmJ3","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
"Today stats: 14 followers, 8 unfollowers and followed 10 people via  http://t.co/2fsHqrSmJ3","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
"Today stats: 8 followers, 12 unfollowers and followed 5 people via  http://t.co/2fsHqrSmJ3","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
MALDITA SEA JASHSHGGHSHS RT @FuuckHaters: MARICO ASÍ NO SE PUEDE JAJAJAJAJAAJAJAJAJAJAJAJAJAJSDASLDJAAJ #MissVzla2014  http://t.co/WsOAYtrn16,"['maldita', 'jashshgghshs', 'rt', 'fuuckhaters', 'marico', 'así', 'puede', 'jajajajajaajajajajajajajajajsdasldjaaj', 'missvzla']"
Todo pasa por una razón.,"['pasa', 'razón']"
JAJAJAJAJAJSJSJS.,['jajajajajajsjsjs']
YO RT @Una_celosaa: Tener los viernes libres &gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;,"['rt', 'celosaa', 'tener', 'viernes', 'libres', 'gt', 'gt', 'gt', 'gt', 'gt', 'gt', 'gt', 'gt', 'gt', 'gt', 'gt', 'gt', 'gt', 'gt', 'gt', 'gt', 'gt', 'gt', 'gt', 'gt', 'gt', 'gt', 'gt', 'gt', 'gt', 'gt', 'gt', 'gt', 'gt']"
Coño el comienzo del béisbol y el Miss Vzla el mismo día no cuadra.,"['coño', 'comienzo', 'béisbol', 'miss', 'vzla', 'mismo', 'día', 'cuadra']"
Buenas.,['buenas']
"Today stats: 7 followers, 13 unfollowers and followed 4 people via  http://t.co/QHi53AwLB9","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
"Today stats: 8 followers, 20 unfollowers and followed 6 people via  http://t.co/2fsHqrSmJ3","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
"Today stats: 10 followers, 11 unfollowers and followed 6 people via  http://t.co/2fsHqrSmJ3","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
"Today stats: 6 followers, 16 unfollowers and followed 3 people via  http://t.co/2fsHqrSmJ3","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
"Today stats: 7 followers, 12 unfollowers and followed 4 people via  http://t.co/2fsHqrSmJ3","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
"Today stats: 9 followers, 18 unfollowers and followed 7 people via  http://t.co/2fsHqrSmJ3","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
"Today stats: 9 followers, 20 unfollowers and followed 8 people via  http://t.co/dfk1Ur0JcJ","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
"Today stats: 8 followers, 17 unfollowers and followed 4 people via  http://t.co/dfk1Ur0JcJ","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
"Today stats: 8 followers, 17 unfollowers and followed 4 people via  http://t.co/2fsHqrSmJ3","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
Hola RT @Sthefanii__: Holo,"['hola', 'rt', 'sthefanii', 'holo']"
Prefiero andar con locos... Que con falsos.,"['prefiero', 'andar', 'locos', 'falsos']"
El FIFA 15 es bestial.,"['fifa', 'bestial']"
@iunabelieber_ Hola vale,"['iunabelieber', 'hola', 'vale']"
No es Jorgue es Jorge...,"['jorgue', 'jorge']"
Que arrechera me da esa gente que escribe mi nombre mal.,"['arrechera', 'da', 'gente', 'escribe', 'nombre', 'mal']"
NOJODA PENAL.,"['nojoda', 'penal']"
Tener Fifa 15 &gt;&gt;&gt;&gt;&gt;&gt;.,"['tener', 'fifa', 'gt', 'gt', 'gt', 'gt', 'gt', 'gt']"
Hola.,['hola']
"Today stats: 12 followers, 23 unfollowers and followed 10 people via  http://t.co/2fsHqrSmJ3","['today', 'stats', 'followers', 'unfollowers', 'and', 'followed', 'people', 'via']"
7 people followed me and 25 people unfollowed me in the last day. Thank you  http://t.co/2fsHqrSmJ3 app,"['people', 'followed', 'and', 'people', 'unfollowed', 'in', 'the', 'last', 'day', 'thank', 'you', 'app']"
12 people followed me and 11 people unfollowed me in the last day. Thank you  http://t.co/2fsHqrSmJ3 app,"['people', 'followed', 'and', 'people', 'unfollowed', 'in', 'the', 'last', 'day', 'thank', 'you', 'app']"
9 people followed me and 14 people unfollowed me in the last day. Thank you  http://t.co/dfk1Ur0JcJ app,"['people', 'followed', 'and', 'people', 'unfollowed', 'in', 'the', 'last', 'day', 'thank', 'you', 'app']"
4 people followed me and 16 people unfollowed me in the last day. Thank you  http://t.co/2fsHqrSmJ3 app,"['people', 'followed', 'and', 'people', 'unfollowed', 'in', 'the', 'last', 'day', 'thank', 'you', 'app']"
Viernes libres &gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;.,"['viernes', 'libres', 'gt', 'gt', 'gt', 'gt', 'gt', 'gt', 'gt', 'gt', 'gt', 'gt', 'gt', 'gt', 'gt']"
5 people followed me and 17 people unfollowed me in the last day. Thank you  http://t.co/2fsHqrSmJ3 app,"['people', 'followed', 'and', 'people', 'unfollowed', 'in', 'the', 'last', 'day', 'thank', 'you', 'app']"
5 people followed me and 14 people unfollowed me in the last day. Thank you  http://t.co/2fsHqrSmJ3 app,"['people', 'followed', 'and', 'people', 'unfollowed', 'in', 'the', 'last', 'day', 'thank', 'you', 'app']"
Somos 2 RT @SPabon_: QUIERO COMERME UNA MALDITA HALLACA.,"['rt', 'spabon', 'quiero', 'comerme', 'maldita', 'hallaca']"
"PRIMA @NaziitahEnana FELIZ CUMPLEAÑOS PÁSALA EXCELENTE ♥, TE DESEO LO MEJOR EN TU DÍA, ÉXITO, BESOS","['prima', 'naziitahenana', 'feliz', 'cumpleaños', 'pásala', 'excelente', 'deseo', 'mejor', 'día', 'éxito', 'besos']"
De que hablan?,['hablan']
MAMAGUEVASEAS.,['mamaguevaseas']
Coño yo si soy salado...,"['coño', 'si', 'salado']"
Hola que tal.,"['hola', 'tal']"
13 people followed me and 15 people unfollowed me in the last day. Thank you  http://t.co/dfk1Ur0JcJ app,"['people', 'followed', 'and', 'people', 'unfollowed', 'in', 'the', 'last', 'day', 'thank', 'you', 'app']"
3 people followed me and 21 people unfollowed me in the last day. Thank you  http://t.co/dfk1Ur0JcJ app,"['people', 'followed', 'and', 'people', 'unfollowed', 'in', 'the', 'last', 'day', 'thank', 'you', 'app']"
¿Y la gente?,"['¿y', 'gente']"
"Y así es que yo voy, ready pa' ti aquí estoy.","['así', 'voy', 'ready', 'pa', 'aquí']"
Buenas.,['buenas']
9 people followed me and 14 people unfollowed me in the last day. Thank you  http://t.co/2fsHqrSmJ3 app,"['people', 'followed', 'and', 'people', 'unfollowed', 'in', 'the', 'last', 'day', 'thank', 'you', 'app']"
10 people followed me and 16 people unfollowed me in the last day. Thank you  http://t.co/dfk1Ur0JcJ app,"['people', 'followed', 'and', 'people', 'unfollowed', 'in', 'the', 'last', 'day', 'thank', 'you', 'app']"
14 people followed me and 11 people unfollowed me in the last day. Thank you  http://t.co/2fsHqrSmJ3 app,"['people', 'followed', 'and', 'people', 'unfollowed', 'in', 'the', 'last', 'day', 'thank', 'you', 'app']"
Si no arriesgas no pienses que ganaras algo.,"['si', 'arriesgas', 'pienses', 'ganaras']"
Tener los viernes libres &gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;.,"['tener', 'viernes', 'libres', 'gt', 'gt', 'gt', 'gt', 'gt', 'gt', 'gt', 'gt']"
Que ladilla con la luz...,"['ladilla', 'luz']"
Hola.,['hola']
"@Kitsnagla no, nada que ver","['kitsnagla', 'ver']"
12 people followed me and 24 people unfollowed me in the last day. Thank you  http://t.co/2fsHqrSmJ3 app,"['people', 'followed', 'and', 'people', 'unfollowed', 'in', 'the', 'last', 'day', 'thank', 'you', 'app']"
10 people followed me and 15 people unfollowed me in the last day. Thank you  http://t.co/2fsHqrSmJ3 app,"['people', 'followed', 'and', 'people', 'unfollowed', 'in', 'the', 'last', 'day', 'thank', 'you', 'app']"
11 people followed me and 18 people unfollowed me in the last day. Thank you  http://t.co/2fsHqrSmJ3 app,"['people', 'followed', 'and', 'people', 'unfollowed', 'in', 'the', 'last', 'day', 'thank', 'you', 'app']"
5 people followed me and 23 people unfollowed me in the last day. Thank you  http://t.co/2fsHqrSmJ3 app,"['people', 'followed', 'and', 'people', 'unfollowed', 'in', 'the', 'last', 'day', 'thank', 'you', 'app']"
9 people followed me and 15 people unfollowed me in the last day. Thank you  http://t.co/dfk1Ur0JcJ app,"['people', 'followed', 'and', 'people', 'unfollowed', 'in', 'the', 'last', 'day', 'thank', 'you', 'app']"
6 people followed me and 16 people unfollowed me in the last day. Thank you  http://t.co/2fsHqrSmJ3 app,"['people', 'followed', 'and', 'people', 'unfollowed', 'in', 'the', 'last', 'day', 'thank', 'you', 'app']"
11 people followed me and 17 people unfollowed me in the last day. Thank you  http://t.co/2fsHqrSmJ3 app,"['people', 'followed', 'and', 'people', 'unfollowed', 'in', 'the', 'last', 'day', 'thank', 'you', 'app']"
RT @MedicenBecha: Que ladilla los papelitos que traen los telf nuevos.,"['rt', 'medicenbecha', 'ladilla', 'papelitos', 'traen', 'telf', 'nuevos']"
Voy a crear otra lista.,"['voy', 'crear', 'lista']"
En 6 días apenas se descargaron 17 gb y son 21 gb... NO ME JODAS.,"['días', 'apenas', 'descargaron', 'gb', 'gb', 'jodas']"
Los últimos días de vacaciones son sagrados.,"['últimos', 'días', 'vacaciones', 'sagrados']"
"Los últimos días de vacaciones es igual como si te quedara el fondo de la botella de ron, se acaba rápido.","['últimos', 'días', 'vacaciones', 'igual', 'si', 'quedara', 'fondo', 'botella', 'ron', 'acaba', 'rápido']"
15 people followed me and 15 people unfollowed me in the last day. Thank you  http://t.co/2fsHqrSmJ3 app,"['people', 'followed', 'and', 'people', 'unfollowed', 'in', 'the', 'last', 'day', 'thank', 'you', 'app']"
4 people followed me and 25 people unfollowed me in the last day. Thank you  http://t.co/2fsHqrSmJ3 app,"['people', 'followed', 'and', 'people', 'unfollowed', 'in', 'the', 'last', 'day', 'thank', 'you', 'app']"
